1,1,56.24,62.05,120.41999999999999,51.11,1,1,1.0
1,2,313.8,0.0,395.25999999999993,114.23,1,1,1.0
1,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
1,4,0.0,16.48,18.45,26.77,1,1,1.0
2,1,36.56,60.26,120.41999999999999,51.11000000000001,1,1,1.0
2,2,313.8,0.0,395.11999999999995,114.23,1,1,1.0
2,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
2,4,0.0,16.48,11.4,26.77,1,1,1.0
3,1,16.88,56.68,120.42000000000002,51.11000000000001,1,1,1.0
3,2,313.8,0.0,394.97999999999996,114.23,1,1,1.0
3,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
4,1,1.67,56.68,120.42,51.12,1,1,1.0
4,2,313.8,0.0,394.83,114.23,1,1,1.0
4,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
5,1,0.0,49.52,93.5,51.12,1,1,1.0
5,2,313.8,0.0,394.69,114.23,1,1,1.0
5,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
6,1,0.0,49.52,79.2,46.68,1,1,1.0
6,2,313.8,0.0,394.55,114.23,1,1,1.0
6,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
7,1,0.0,47.7,55.9,44.89999999999999,1,1,1.0
7,2,313.8,0.0,394.40000000000003,114.23,1,1,1.0
7,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
8,1,0.0,47.7,43.4,40.39999999999999,1,1,1.0
8,2,313.8,0.0,394.25999999999993,114.23,1,1,1.0
8,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
9,1,0.0,45.0,27.3,37.7,1,1,1.0
9,2,313.8,0.0,394.11999999999995,114.23,1,1,1.0
9,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
10,1,0.0,52.2,16.6,23.299999999999997,1,1,1.0
10,2,313.8,0.0,393.97999999999996,114.23,1,1,1.0
10,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
11,2,313.8,0.0,393.83,114.23,1,1,1.0
11,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
12,2,313.8,0.0,393.69,114.23,1,1,1.0
12,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
12,5,825.44,178.8,107.42999999999995,78.13,1,1,1.0
13,2,313.8,0.0,393.55,114.23,1,1,1.0
13,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
13,5,781.04,165.5,153.56000000000006,88.80000000000001,1,1,1.0
14,2,313.8,0.0,393.40000000000003,114.23,1,1,1.0
14,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
14,5,735.8,153.9,198.80000000000007,98.6,1,1,1.0
15,2,313.8,0.0,393.25999999999993,114.23,1,1,1.0
15,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
15,5,695.8,147.7,238.80000000000007,108.40000000000003,1,1,1.0
16,2,313.8,0.0,393.11999999999995,114.23,1,1,1.0
16,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
16,5,658.5,137.9,276.1,108.4,1,1,1.0
16,6,0.6,169.92,52.379999999999995,74.58000000000001,1,1,1.0
17,2,313.8,0.0,392.96999999999997,114.23,1,1,1.0
17,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
17,5,620.3,130.8,259.25,104.85,1,1,1.0
17,6,0.6,169.92,72.80000000000001,90.58000000000001,1,1,1.0
18,2,313.8,0.0,392.83,114.23,1,1,1.0
18,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
18,5,581.2,121.0,253.06999999999994,103.99000000000001,1,1,1.0
18,6,0.6,169.9,93.2,106.6,1,1,1.0
19,2,313.8,0.0,392.69,114.23,1,1,1.0
19,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
19,5,549.2,116.56,243.33999999999992,103.99000000000001,1,1,1.0
19,6,0.6,174.34,114.5,113.76000000000002,1,1,1.0
20,2,313.8,0.0,392.54,114.23,1,1,1.0
20,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
20,5,519.0,115.7,225.60000000000002,97.7,1,1,1.0
20,6,0.0,184.1,137.3,119.09,1,1,1.0
21,2,313.8,0.0,392.40000000000003,114.23,1,1,1.0
21,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
21,5,486.15,106.8,223.85000000000002,94.17,1,1,1.0
21,6,0.0,190.31,163.01,125.38999999999999,1,1,1.0
22,2,313.8,0.0,392.25999999999993,114.23,1,1,1.0
22,3,97.14,0.0,218.21000000000004,61.42,1,1,1.0
22,5,455.1,100.62,219.39,91.47,1,1,1.0
